dz4dyGrcuIs	61.0	Web3 Working Group	Akash's Greg Osuri tells Amy about why he founded Angel Hack when he first moved to the US #shorts
ZhaDoqDXkIk	981.0	Pundi AI	Compute: Past, Present, and Future by Akash Network founder Greg Osuri at deAI Summit
vMx6G0ZOxeo	1741.0	LegendsNLeaders	Greg Osuri, CEO of Akash Network, on why compute should be shared with a decentralized marketplace!
BQONg2f0zQc	1712.0	DACM Insights	DACM Insights: Decentralizing AI, The Akash Approach
NsXA2hC9dPw	1231.0	New to The Street TV	Akash Network’s (CRYPTO:AKT) ($AKT) interview with Mr. Greg Osuri CEO.
JgD4BzHEcu4	941.0	Blockworks	Beyond GPUs: How Decentralization Can Solve AI's Biggest Scaling Bottleneck | Day 2 | Crypto x AI
8JupQI6jnRs	4567.0	Greg Osuri	Building a React App live with AI
1V5Mk3yKYy0	3636.0	AllinCrypto	This Crypto Turns GPUs Into Income For Everyone!!!!
ubYh3RfdQHA	2888.0	Jerry V Hall	1on1 Greg Osuri - Akash
FXMqaH_0LCg	2012.0	Kryptoplanet[Official]	[Panel] ​“Decentralized Computing as a Business”
3_gGBRqzxrQ	3300.0	The Interop	Why Decentralized AI Needs Cosmos: Greg Osuri of Akash Explains
NH9vbSk1QNk	440.0	Coinage	AI is using chips faster than Nvidia can make them. How crypto is helping | Akash and Render Token
Rq0UByMDUv4	3559.0	Eye on AI	Why the Future of AI Depends on Decentralized Cloud Platforms
cvMDcUSh1Zg	4719.0	$1 To $1 Million Podcast	Akash: Crypto's AI Supercloud W/Greg Osuri
